0.000000 	 0.000000 
0.020202 	 -0.005943 
0.040404 	 -0.021578 
0.060606 	 -0.036011 
0.080808 	 -0.051010 
0.101010 	 -0.066285 
0.121212 	 -0.084619 
0.141414 	 -0.101614 
0.161616 	 -0.121614 
0.181818 	 -0.146804 
0.202020 	 -0.153768 
0.222222 	 -0.192826 
0.242424 	 -0.197672 
0.262626 	 -0.192496 
0.282828 	 -0.179887 
0.303030 	 -0.271374 
0.323232 	 -0.262510 
0.343434 	 -0.245541 
0.363636 	 -0.222845 
0.383838 	 -0.196938 
0.404040 	 -0.414741 
0.424242 	 -0.398576 
0.444444 	 -0.373558 
0.464646 	 -0.341473 
0.484848 	 -0.304242 
0.505051 	 -0.263849 
0.525253 	 -0.222269 
0.545455 	 -0.181398 
0.565657 	 -0.142997 
0.585859 	 -0.108637 
0.606061 	 -0.079656 
0.626263 	 -0.057124 
0.646465 	 -0.041821 
0.666667 	 -0.635618 
0.686869 	 -0.573462 
0.707071 	 -0.505485 
0.727273 	 -0.433167 
0.747475 	 -0.358014 
0.767677 	 -0.281537 
0.787879 	 -0.205232 
0.808081 	 -0.130553 
0.828283 	 -0.058895 
0.848485 	 0.008426 
0.868687 	 0.070192 
0.888889 	 0.125299 
0.909091 	 0.172774 
0.929293 	 0.211782 
0.949495 	 0.241645 
0.969697 	 0.261844 
0.989899 	 0.272032 
1.010101 	 0.272032 
1.030303 	 0.261844 
1.050505 	 0.241645 
1.070707 	 0.211782 
1.090909 	 0.172774 
1.111111 	 0.125299 
1.131313 	 0.070192 
1.151515 	 0.008426 
1.171717 	 -0.058895 
1.191919 	 -0.130553 
1.212121 	 -0.205232 
1.232323 	 -0.281537 
1.252525 	 -0.358014 
1.272727 	 -0.433167 
1.292929 	 -0.505485 
1.313131 	 -0.573462 
1.333333 	 -0.635618 
1.353535 	 -0.041821 
1.373737 	 -0.057124 
1.393939 	 -0.079656 
1.414141 	 -0.108637 
1.434343 	 -0.142997 
1.454545 	 -0.181398 
1.474747 	 -0.222269 
1.494949 	 -0.263849 
1.515152 	 -0.304242 
1.535354 	 -0.341473 
1.555556 	 -0.373558 
1.575758 	 -0.398576 
1.595960 	 -0.414741 
1.616162 	 -0.196938 
1.636364 	 -0.222845 
1.656566 	 -0.245541 
1.676768 	 -0.262510 
1.696970 	 -0.271374 
1.717172 	 -0.179887 
1.737374 	 -0.192496 
1.757576 	 -0.197672 
1.777778 	 -0.192826 
1.797980 	 -0.153768 
1.818182 	 -0.146804 
1.838384 	 -0.121614 
1.858586 	 -0.101614 
1.878788 	 -0.084619 
1.898990 	 -0.066285 
1.919192 	 -0.051010 
1.939394 	 -0.036011 
1.959596 	 -0.021578 
1.979798 	 -0.005943 
2.000000 	 0.000000 
