0.000000 	 0.000000 
0.020202 	 0.001064 
0.040404 	 0.007580 
0.060606 	 0.015053 
0.080808 	 0.023138 
0.101010 	 0.031560 
0.121212 	 0.043118 
0.141414 	 0.053426 
0.161616 	 0.066842 
0.181818 	 0.085566 
0.202020 	 0.086190 
0.222222 	 0.119048 
0.242424 	 0.117845 
0.262626 	 0.106780 
0.282828 	 0.088448 
0.303030 	 0.174389 
0.323232 	 0.160162 
0.343434 	 0.138018 
0.363636 	 0.110340 
0.383838 	 0.079647 
0.404040 	 0.292863 
0.424242 	 0.272314 
0.444444 	 0.243112 
0.464646 	 0.207045 
0.484848 	 0.166034 
0.505051 	 0.122060 
0.525253 	 0.077096 
0.545455 	 0.033036 
0.565657 	 0.008364 
0.585859 	 0.045536 
0.606061 	 0.077147 
0.626263 	 0.102131 
0.646465 	 0.119714 
0.666667 	 0.471986 
0.686869 	 0.407876 
0.707071 	 0.338101 
0.727273 	 0.264136 
0.747475 	 0.187479 
0.767677 	 0.109639 
0.787879 	 0.032104 
0.808081 	 0.043676 
0.828283 	 0.116311 
0.848485 	 0.184488 
0.868687 	 0.246995 
0.888889 	 0.302730 
0.909091 	 0.350722 
0.929293 	 0.390142 
0.949495 	 0.420312 
0.969697 	 0.440715 
0.989899 	 0.451004 
1.010101 	 0.451004 
1.030303 	 0.440715 
1.050505 	 0.420312 
1.070707 	 0.390142 
1.090909 	 0.350722 
1.111111 	 0.302730 
1.131313 	 0.246995 
1.151515 	 0.184488 
1.171717 	 0.116311 
1.191919 	 0.043676 
1.212121 	 0.032104 
1.232323 	 0.109639 
1.252525 	 0.187479 
1.272727 	 0.264136 
1.292929 	 0.338101 
1.313131 	 0.407876 
1.333333 	 0.471986 
1.353535 	 0.119714 
1.373737 	 0.102131 
1.393939 	 0.077147 
1.414141 	 0.045536 
1.434343 	 0.008364 
1.454545 	 0.033036 
1.474747 	 0.077096 
1.494949 	 0.122060 
1.515152 	 0.166034 
1.535354 	 0.207045 
1.555556 	 0.243112 
1.575758 	 0.272314 
1.595960 	 0.292863 
1.616162 	 0.079647 
1.636364 	 0.110340 
1.656566 	 0.138018 
1.676768 	 0.160162 
1.696970 	 0.174389 
1.717172 	 0.088448 
1.737374 	 0.106780 
1.757576 	 0.117845 
1.777778 	 0.119048 
1.797980 	 0.086190 
1.818182 	 0.085566 
1.838384 	 0.066842 
1.858586 	 0.053426 
1.878788 	 0.043118 
1.898990 	 0.031560 
1.919192 	 0.023138 
1.939394 	 0.015053 
1.959596 	 0.007580 
1.979798 	 0.001064 
2.000000 	 0.000000 
