0.000000 	 0.000000 
0.020202 	 0.003860 
0.040404 	 -0.001993 
0.060606 	 -0.006691 
0.080808 	 -0.012020 
0.101010 	 -0.017714 
0.121212 	 -0.026577 
0.141414 	 -0.034229 
0.161616 	 -0.045035 
0.181818 	 -0.061199 
0.202020 	 -0.059321 
0.222222 	 -0.089738 
0.242424 	 -0.086158 
0.262626 	 -0.072786 
0.282828 	 -0.052221 
0.303030 	 -0.136006 
0.323232 	 -0.119700 
0.343434 	 -0.095558 
0.363636 	 -0.065966 
0.383838 	 -0.033442 
0.404040 	 -0.244913 
0.424242 	 -0.222703 
0.444444 	 -0.191926 
0.464646 	 -0.154368 
0.484848 	 -0.111950 
0.505050 	 -0.066652 
0.525253 	 -0.020445 
0.545455 	 0.024779 
0.565657 	 0.067265 
0.585859 	 0.105448 
0.606061 	 0.137997 
0.626263 	 0.163850 
0.646465 	 0.182234 
0.666667 	 -0.408729 
0.686869 	 -0.343945 
0.707071 	 -0.273555 
0.727273 	 -0.199030 
0.747475 	 -0.121868 
0.767677 	 -0.043573 
0.787879 	 0.034370 
0.808081 	 0.110511 
0.828283 	 0.183464 
0.848485 	 0.251918 
0.868687 	 0.314663 
0.888889 	 0.370599 
0.909091 	 0.418756 
0.929293 	 0.458306 
0.949495 	 0.488572 
0.969697 	 0.509040 
0.989899 	 0.519361 
1.010101 	 0.519361 
1.030303 	 0.509040 
1.050505 	 0.488572 
1.070707 	 0.458306 
1.090909 	 0.418756 
1.111111 	 0.370599 
1.131313 	 0.314663 
1.151515 	 0.251918 
1.171717 	 0.183464 
1.191919 	 0.110511 
1.212121 	 0.034370 
1.232323 	 -0.043573 
1.252525 	 -0.121868 
1.272727 	 -0.199030 
1.292929 	 -0.273555 
1.313131 	 -0.343945 
1.333333 	 -0.408729 
1.353535 	 0.182234 
1.373737 	 0.163849 
1.393939 	 0.137997 
1.414141 	 0.105448 
1.434343 	 0.067265 
1.454545 	 0.024780 
1.474747 	 -0.020445 
1.494949 	 -0.066652 
1.515152 	 -0.111950 
1.535354 	 -0.154368 
1.555556 	 -0.191926 
1.575758 	 -0.222702 
1.595960 	 -0.244914 
1.616162 	 -0.033443 
1.636364 	 -0.065966 
1.656566 	 -0.095558 
1.676768 	 -0.119699 
1.696970 	 -0.136004 
1.717172 	 -0.052222 
1.737374 	 -0.072787 
1.757576 	 -0.086158 
1.777778 	 -0.089737 
1.797980 	 -0.059320 
1.818182 	 -0.061197 
1.838384 	 -0.045037 
1.858586 	 -0.034230 
1.878788 	 -0.026577 
1.898990 	 -0.017713 
1.919192 	 -0.012018 
1.939394 	 -0.006688 
1.959596 	 -0.001996 
1.979798 	 0.003859 
2.000000 	 0.000000 
